userName,content,score,at
Pengguna Google,tidak berguna penjual nya penipu semua,1,2026-03-03 06:56:13
Pengguna Google,sangat mudah dan efisien,5,2026-03-03 06:55:50
Pengguna Google,Shopee sekarang ribet no HP cma bsa digunakan 2x pendaftaran ga kaya dlu dipake brp kalipun bisa2 aja,2,2026-03-03 06:52:17
Pengguna Google,ribet makin kesini pelayanan makin down grade. Fitur2 yang ada makin ga berguna. Kalau ada keluhan sama cs di lempar sana sini kebanyak tim terkait yg ntah guna timnya sendiri itu apa. Muak,1,2026-03-03 06:52:12
Pengguna Google,Belanja sesuai dengan kebutuhan dan pasti puas,5,2026-03-03 06:51:43
Pengguna Google,Akhir2 ini sedikit kecewa sama pengiriman shopee kalo alamat ke rumah gak pernah sampe rumah bahkan tetangga yg di titip kadang masih jauh dari rumah sampe harus naik motor buat ambil. Kadang di titip ke sembarang orang. Dan parahnya kurir gak ada konfirmasi lewat wa atau telpon. Jujur pengirimannya jelek sih. Tolong di tindak lanjut dong merugikan waktu 🙈 padahal pake shopee udah mau 6 thun 😌,2,2026-03-03 06:49:14
Pengguna Google,kurir gj GK jalan jalan Jing selalu sortir 2 hari sortir paket cuma keyboard ama taneman kecil kata nya datang 2 mar sampe skrng blom Dateng babi gw saranin Jan pake ini kurir nya afk trus,1,2026-03-03 06:46:30
Pengguna Google,sangat puas,5,2026-03-03 06:46:09
Pengguna Google,bagus,4,2026-03-03 06:45:58
Pengguna Google,Shopee sangat kurang untuk pelayanan return,1,2026-03-03 06:45:25
Pengguna Google,"paket stuck udah seminggu nggak gerak, cs nya cuma bilang suruh tunggu2 terus. nggak jelas. aku semua2 beli di shopee, sekarang jadi males. pindah platform lain aja. bye",1,2026-03-03 06:44:59
Pengguna Google,makin lama makin ribet nih shopee. saya merasa sangat di persulit.,2,2026-03-03 06:44:32
Pengguna Google,mantap,5,2026-03-03 06:43:57
Pengguna Google,"bagus,,,sip",5,2026-03-03 06:43:47
Pengguna Google,"belanja nya enak murah d shoope, tapi kurirnya dan pngrimannya kok lama banget Yach skrg ,GK kayak dlu pas waktu pakek kurir jnt sat set wat wet.",5,2026-03-03 06:41:44
Pengguna Google,mantul,5,2026-03-03 06:37:46
Pengguna Google,ok,5,2026-03-03 06:35:57
Pengguna Google,okeee dan Mantuuullll👍👍👍,5,2026-03-03 06:35:24
Pengguna Google,"iklan shopee ngeganggu bgt di aplikasi lain, mna maksa lgi",1,2026-03-03 06:34:55
Pengguna Google,bagus dan sekarang aku ga pernah kena tipu,5,2026-03-03 06:34:04
Pengguna Google,aku kasih bintang 5,5,2026-03-03 06:31:49
Pengguna Google,buat jual beli mainan motor hp dan lain lain,5,2026-03-03 06:29:55
Pengguna Google,Terima kasih shopee atas pelayanan dan kesigapan memberi informasi terutama pihak customer service di media sosial instagram,5,2026-03-03 06:27:57
Pengguna Google,Mkasih shoope berkatmu aku puas belanja,5,2026-03-03 06:27:28
Pengguna Google,bagus..TDK perlu ke toko LG ..pesan di shopee dan tunggu di rumah ...,5,2026-03-03 06:26:57
Pengguna Google,lumayan bagus apk shopee ongkir sesuai gx mahal² n semoga strusnya biar jdi langganan d shopee,5,2026-03-03 06:24:20
Pengguna Google,aplikasi Bagus semoga kedepannya lebih bagus dan aman lagiii!!!,5,2026-03-03 06:23:17
Pengguna Google,apk ini saat bagussss....,5,2026-03-03 06:22:54
Pengguna Google,semoga semua shopee pada waktunya....,5,2026-03-03 06:22:11
Pengguna Google,"pelayanan sopi makin buruk, bli paket perbiji dengan harga 25 ribu masak ongkir nympe 40 ribuan parah",1,2026-03-03 06:19:04
Pengguna Google,aplikasi ini membantu dan bagus,5,2026-03-03 06:16:32
Pengguna Google,"pengiriman spx lama, gajelas",1,2026-03-03 06:16:16
Pengguna Google,good,5,2026-03-03 06:13:04
Pengguna Google,"Pelapak sudah bagus, konsumen sudah loyal. Tapi masih ada saja oknum kurir yg bikn kecewa.",5,2026-03-03 06:12:55
Pengguna Google,mantap,5,2026-03-03 06:12:50
Pengguna Google,bisa neli apa aja gak tipu,5,2026-03-03 06:12:49
Pengguna Google,sangat bagus dan belanja puas👍👍👍👍👍🤙🤙🤙,5,2026-03-03 06:12:20
Pengguna Google,"KELAMAAN, ekspedisi yang dipake juga gapernah tanggung jawab!! udah sering banget dan sama aja",1,2026-03-03 06:11:07
Pengguna Google,"bergunaa bgt apk nya dan banyak bgt diskon diskon sampe ada yang gratis, makasihh yang udh buat shopee inii, tapi masih banyak bgt yang harus diperbaiki contoh pengiriman tidak sesuai harusnya datang sekarang malah datang besok besoknya lagi harusnya udh dikasih tau aja dari awal",5,2026-03-03 06:10:33
Pengguna Google,mantap👍👍👍,5,2026-03-03 06:10:23
Pengguna Google,shopee enggak bagus masa pas mau mengumpulkan koin atau tugas pas masuk ke tempat koin selalu error masuk keluar terus udah dari Januari bermasalah padahal aku udah uninstall terus download lagi masih sama ngerjaiin,2,2026-03-03 06:08:48
Pengguna Google,puas pakai aplikasi ini mantap terus lanjutkan,5,2026-03-03 06:08:47
Pengguna Google,Apk Belanja seru sbnrnya Hanya ekspedisi jasa kirim makin kesini makin kesana Sekarang lama bget paket nyampe 👎🏻 Kebijakan estimasi waktu skrg hanya merugikan konsumen Garansi tepat waktu jg gk berguna Pihak shopee harusnya tahu dan secepatnya memperbaiki masalah pelayanan pihak jasa kirim !?,2,2026-03-03 06:06:04
Pengguna Google,OK,5,2026-03-03 06:05:57
Pengguna Google,Alhamdulillah puas bisa bebas beli pilih2 di shopee sekali lagi shopee mantap dn berkah,5,2026-03-03 06:05:45
Pengguna Google,jos jis,5,2026-03-03 06:05:39
Pengguna Google,baguss,4,2026-03-03 06:05:08
Pengguna Google,buruk,1,2026-03-03 06:05:05
Pengguna Google,sangat memuaskan belanja di shopee pengiriman selalu tepat kllu telat dpt kompensasi kurir juga ramah bisa bayar dgn scan QR,5,2026-03-03 06:04:44
Pengguna Google,"shopee makin kesini ko semakin 👎 ngeten pun,bukan tambah lbh baik malah tambah buruk,,apalagi untuk pengirimannya,,makin puarahh aja lamanya,",1,2026-03-03 06:04:31
Pengguna Google,pengiriman lambat... tolong dipercepat pengiriman nya udah nungguin gk dtang dtang,1,2026-03-03 06:02:17
Pengguna Google,semakin mahal ongkir nya...dan biaya admin n penangganan nya pun tidak masuk akal...ngeri shopee ini,1,2026-03-03 05:59:27
Pengguna Google,pengiriman spxnya lambat pengembalian dana juga lambat cs shope gak pernah bisa selesain masalah udh semuak ini belanja disini makin ancur aja systemnya gajelas,1,2026-03-03 05:57:56
Pengguna Google,selalu gagal dan gagal menambahkan rek bank,1,2026-03-03 05:56:07
Pengguna Google,"APLIKASI YANG GAK AMANAH, TOP UP BCA FLAZZ SUDAH BERHARI HARI GAK MASUK",1,2026-03-03 05:54:46
Pengguna Google,ok,4,2026-03-03 05:53:28
Pengguna Google,"barang elektronik murah, kredibilitas hancur. mohon pihak Shopee lebih ketat seleksi toko nakal.",1,2026-03-03 05:52:27
Pengguna Google,pengirimannya pakai SPX lama banget,1,2026-03-03 05:52:13
Pengguna Google,is the best,5,2026-03-03 05:52:06
Pengguna Google,aplikasi blanja yang mudah dan banyak promo ongkir nya,5,2026-03-03 05:51:54
Pengguna Google,nampak g laku in mah dimana mana iklan shope Mulu di apk terlarang pun ad iklannya emng g jelas keliatan g laku ufff,1,2026-03-03 05:51:45
Pengguna Google,lambattttttt,1,2026-03-03 05:50:09
Pengguna Google,sangat membantu sekali terimakasih 🙏🥰,5,2026-03-03 05:50:00
Pengguna Google,pelayanan nya jelek tidak sesuai,1,2026-03-03 05:47:58
Pengguna Google,Mantap,5,2026-03-03 05:47:54
Pengguna Google,aplikasi ini amanah,5,2026-03-03 05:47:09
Pengguna Google,"pengiriman terlalu lama, dengan pesen lokasi terdekat",1,2026-03-03 05:46:25
Pengguna Google,banyak promo,5,2026-03-03 05:44:22
Pengguna Google,"ok ,mudah ,ekonomis",5,2026-03-03 05:44:19
Pengguna Google,enak sii belanja di shopee memudahkan banget buat aku yang kamu mager kalo mau belanja offline,5,2026-03-03 05:43:53
Pengguna Google,sangat mebantu,5,2026-03-03 05:42:41
Pengguna Google,aplikasi kebanyakan iklan yg mengganggu,1,2026-03-03 05:42:20
Pengguna Google,buruk pesanan saya mandeg sampe satu bulan ngga sampe saya sdh hubungi pihak shopy tapi ngga ada tanggung jawab seolah ngga perduli dengan custemer mengecewakan,1,2026-03-03 05:41:59
Pengguna Google,"saya sering pesen di Shopee, tp ada barang yg saya tunggu tp ndak datang, terus di batalkan dr pihak Shopee, yang aku mau nanya, kenapa sanksinya ke akun saya sampai tidak bisa COD, itu kan karena kurir yg tidak kompeten",5,2026-03-03 05:40:43
Pengguna Google,"jujur, shopee bagus bagus aja si kalo mesen sesuatu di shopee. tetapi, kadang lg buka apk yg lain (atau semacamnya game online) terkadang iklan shopee selalu muncul dan terkadang saya belum memencet ""×"" tetiba kebuka apk shopee, kadang kesel jujur..",4,2026-03-03 05:40:43
Pengguna Google,sangat membantu 😁👍,5,2026-03-03 05:40:07
Pengguna Google,mudah belanja apalagi tgl kembar.. gratis ongkir dan byk voucer,5,2026-03-03 05:38:54
Pengguna Google,bagus sangat membantu bagi kita yang males belanja keluar rumah,5,2026-03-03 05:37:16
Pengguna Google,"pesanan diterima restoran, sekitar 20 menit mencari driver dan ketemu, pada saat itu restoran bar mulai menyiapkan makanan, sangat membuang2 waktu, pesanan baru dikonfirmasi setelah driver ketemu",1,2026-03-03 05:35:59
Pengguna Google,"saya tidak melakukan checkout tapi ada paket datang atas nama saya, kira"" siapa yang salah",1,2026-03-03 05:34:38
Pengguna Google,"susah mesen makannya, sudah berjam jam gag Ada yang ambil drivernya",2,2026-03-03 05:32:40
Pengguna Google,ini sangat bagus untuk memesan apaa saja saya suka dngan shopee iniii💞🥰🥰,5,2026-03-03 05:32:14
Pengguna Google,Mantaps,5,2026-03-03 05:31:50
Pengguna Google,aplikasi yg membantu,5,2026-03-03 05:31:05
Pengguna Google,kalo bisa di perketan karena masih ada penjual yang nipu/ penipu....,2,2026-03-03 05:31:05
Pengguna Google,sering lag. ngebug.eror,1,2026-03-03 05:31:03
Pengguna Google,biar bintang yg bicara,5,2026-03-03 05:30:17
Pengguna Google,platform nomor 1 is the best,5,2026-03-03 05:28:34
Pengguna Google,terimakasih shopee sudah memudahkan saya dalam banyak hal,5,2026-03-03 05:28:25
Pengguna Google,hp ku jangan di pakai iklan shoope,1,2026-03-03 05:27:54
Pengguna Google,gak jelas lama gak di kirim kirim pesanan saya sudah melebihi batas estimasi tiba,1,2026-03-03 05:27:08
Pengguna Google,ferfek,5,2026-03-03 05:26:46
Pengguna Google,cepat rapih danramah,5,2026-03-03 05:26:28
Pengguna Google,sangat2 bagusss,5,2026-03-03 05:25:39
Pengguna Google,layanan oke,5,2026-03-03 05:25:32
Pengguna Google,🆗🆗,5,2026-03-03 05:25:32
Pengguna Google,top,5,2026-03-03 05:25:22
Pengguna Google,kerennnn,5,2026-03-03 05:23:57
Pengguna Google,"bagus, jangan lemot dooooong, masih lemot aja nih, buat belanja ok, pesan makanan ok, cuma lemooot....",5,2026-03-03 05:23:53
Pengguna Google,"kecewa, padahal tadi seharusnya dapet motor pas flash sell tapi malah ga bisa buat pesenan alasan nya barang ini tidak memenuhi syarat pengantaran",1,2026-03-03 05:23:52
Pengguna Google,ok dech belnja jdi mudah,5,2026-03-03 05:22:40
Pengguna Google,mantap,5,2026-03-03 05:21:10
Pengguna Google,bagus,5,2026-03-03 05:20:52
Pengguna Google,aplikasi ini sagat memuasakan untuk berbelanja secra onnline,5,2026-03-03 05:20:45
Pengguna Google,bagus selalu sesuai pesanan,5,2026-03-03 05:19:38
Pengguna Google,Bagus sih tapi Tolong kedepan ny beri no kuring pengirim barang ya karna cukup sulit klok mau menghubungi kurir ny tambahan. mau daftar spaylater ny sulit x selalu gak di acc padahal formulir udh di isi semua tetep gk di acc payah,5,2026-03-03 05:18:46
Pengguna Google,sangat membantu belanja barang yang diinginkan. semoga lebih banyak produk yang gratis ongkir😀,5,2026-03-03 05:18:26
Pengguna Google,baik bila tidak sesuai bisa di kembalika,5,2026-03-03 05:17:42
Pengguna Google,"ini shopee limit extra makin lama di kurangin mulu heran, padahal ga pernah telat bayar + sering pake juga. kenapa dah ya???",1,2026-03-03 05:17:30
Pengguna Google,"terimakasih kasih shopee,sukses selalu shopee",5,2026-03-03 05:16:16
Pengguna Google,"senang sekali blanja disini, lebih hemat, apapun ada.. sukses trus untuk shopee",5,2026-03-03 05:16:00
Pengguna Google,gk jelas sy gk ngapa ngapain akunya di ban masih ada saldo saya lagi gk bisa dibeliin apa²,1,2026-03-03 05:15:11
Pengguna Google,ok,5,2026-03-03 05:14:45
Pengguna Google,saya sangat senang belanja dishopee,5,2026-03-03 05:14:38
Pengguna Google,nih bgus,4,2026-03-03 05:14:19
Pengguna Google,"trimakasih shopee indonesia belanja mudah,murah,&berkelas. salah satu contoh alat untuk belanja online yang sangat memuaskan.",5,2026-03-03 05:14:16
Pengguna Google,baik,5,2026-03-03 05:13:23
Pengguna Google,sangat mantap,5,2026-03-03 05:10:26
Pengguna Google,pengiriman buruk sekali.cs juga gak ada kasih solusi,2,2026-03-03 05:08:42
Pengguna Google,sangut bagus,5,2026-03-03 05:08:17
Pengguna Google,"kalau buat event itu yang niat ada event besar tapi servernya lag atau down, sebaiknya kalau ada event itu lebih baik di undi lewat live atau apa kek",1,2026-03-03 05:07:50
Pengguna Google,sudah 12 hari pesanan saya nyasar kebogor tidak ada pergerakan chat ke shoppe malah ga jelas,1,2026-03-03 05:07:26
Pengguna Google,aplikasi shope emng gak di ragukan lagi. emang paling the best dan bagus dan murah. cuma Skrang kenapa yang subtotal pesanan khusus biayanya mahal banget 🥺 mau beli kulkas subtotalnya sampai 400 RB biasanya gak pernah Segede itu smoga kembali seperti dulu gak terlalu mahal,4,2026-03-03 05:06:24
Pengguna Google,bagus 😎👍,5,2026-03-03 05:05:54
Pengguna Google,Apk berat,1,2026-03-03 05:03:49
Pengguna Google,pengiriman cepat barang nya sesuai yg d pesan mantaf pokoknya,4,2026-03-03 05:03:31
Pengguna Google,hey benarkan ekspedisi anda. nggak jelas pengirimannya. ada yang pesen same day masa nunggu kurir nggak ada terus. Shopee nggak jelas memang ekspedisi nya.,1,2026-03-03 05:02:58
Pengguna Google,niat bikin event gasih? bikin Shopee bedug tapi pas menang bukannya dapat hadiah malah terjadi kesalahan. udah 2hari gini terus maksudnya apa?,1,2026-03-03 05:02:38
Pengguna Google,ú ya seru dan dan lainnya yang bisa langsung oodh,2,2026-03-03 05:01:58
Pengguna Google,Terimakasih shopee you are the only mercahant place terbesar dan terpercaya bagi saya,5,2026-03-03 05:01:53
Pengguna Google,baikk,5,2026-03-03 05:01:38
Pengguna Google,barang tidak jarang dtg dengan kondisi ada kerusakan. saya harap semoga pihak shopee memperhatikan lagi proses penanganan kirim barang dri penjual agar tidak terjadi kerusakan atau patah di saat perjalanan jauh. sering mengalami barang rusak saat perjalanan.,2,2026-03-03 04:59:34
Pengguna Google,bagussss,5,2026-03-03 04:59:31
Pengguna Google,bagus,4,2026-03-03 04:59:14
Pengguna Google,memuaskan pelanggan,5,2026-03-03 04:58:49
Pengguna Google,kurang ajar,1,2026-03-03 04:58:15
Pengguna Google,"Good job murah,cepat juga. semoga semakin membaik",5,2026-03-03 04:58:01
Pengguna Google,bagus,5,2026-03-03 04:57:12
Pengguna Google,"setiap kita pesan selalu cepat dtng ny dan sesuai dngn kita mau,, saya senang bisa pakai apk shopee gampang dan mudah,, sekarang kok beda ya, setiap pesanan saya dtng gak pemberitahuan oleh kurir nya,,",3,2026-03-03 04:56:17
Pengguna Google,LINK LIVE LISENA.ID,5,2026-03-03 04:56:06
Pengguna Google,"TELATTT BANGET T*I, UDAAH NUNGGU LAMAA PAKET TIBA² DI REFUND TANPA KETERANGAN YANG JELASS",1,2026-03-03 04:55:50
Pengguna Google,jangan ragu belanja di shopee...banyak diskound dan pasti gratis ongkir nya nyata...goodjob,5,2026-03-03 04:54:57
Pengguna Google,pesen makanan lama banget. ga bisa di batalin. bikin orang nunggu ga jelas,1,2026-03-03 04:54:04
Pengguna Google,sangan hagus sekali,5,2026-03-03 04:49:50
Pengguna Google,Luar biasa memberikan kemudahan dalam transaksi pembelian barang dengannharga yang relatif terjangkau. Sampai sejauh ini sangat puas dengan apk shopee,5,2026-03-03 04:48:59
Pengguna Google,Update Fitur NEKO.. sekarang pertanyaan setiap hari berubah jadi gk bikin bosen jawabnya. Dan untuk maksimal koin perhari yang bisa di dapat dari NEKO masih tetap 1200 koin.,4,2026-03-03 04:48:41
Pengguna Google,"Bintang 1 untuk Shopee, perangkat saya tiba-tiba diblokir Shopee secara permanen padahal saya dengan sadar tidak melakukan pelanggaran apapun, saya hanya pelanggan biasa yg selalu belanja online tanpa merugikan pihak siapapun. saya pembeli yg amanah kadang saya lebihkan uang cash yg saya siapkan untuk kurir. semenjak perangkat saya diblokir Shopee saya sudah tidak bisa belanja di Shopee lagi mungkin ini yg terakhir belanja di Shopee",1,2026-03-03 04:48:37
Pengguna Google,belanja dgn mudah banyak pilihan ongkir murah,5,2026-03-03 04:48:27
Pengguna Google,mntap bgs gratis ongkir,3,2026-03-03 04:47:58
Pengguna Google,"vocer Saya tidak bisa di pakek, walau Hari 11:11 padahal udah member platinum, belanja diatas 100rb",1,2026-03-03 04:46:16
Pengguna Google,puas banget.gk perlu keluar rumah lagi.soalnya AQ GK mau ribet,5,2026-03-03 04:45:34
Pengguna Google,ok,4,2026-03-03 04:45:30
Pengguna Google,pokoknya aplikasi shope baguss bangett untuk belanja dan banyak promonya aku sukaaa harganya murah murahh🫶🤩,5,2026-03-03 04:45:07
Pengguna Google,sekarang tida bisa cod lagi GK kaya dlu,2,2026-03-03 04:41:28
Pengguna Google,oke,5,2026-03-03 04:40:52
Pengguna Google,"paylater masih terkunci ... 🙏,,,selalu di tolak boss 🤦‍♂️",3,2026-03-03 04:40:31
Pengguna Google,Bagus...,5,2026-03-03 04:38:35
Pengguna Google,"saya sering dapat vouhcer 10rb keterlambata,, saya amati kok kayak gak ngaruh ya soalnya harga darisana tiba² naik,, ini voucher keterlambatan gk guna mana dapat 3 gk bisa digabung pula",4,2026-03-03 04:38:02
Pengguna Google,masalah tidak ada solusi,1,2026-03-03 04:36:07
Pengguna Google,"alhamdulillah,, selama pemakaian apl Shopee, harga yang sangat terjangkau, mudah di pahami, limit tambah terus jadi gampang ambil cicilan, yang aku takutin sering di telp nomer baru ngaku dr pihak Shopee, karna saya pernah dulu pernah di jebak bakal dapat uang 2jt malah akun aku kenak blokir shoppe permanen. terimakasih Shopee atas kepercayaan nya..",5,2026-03-03 04:35:58
Pengguna Google,"Shopee memberikan pengalaman belanja yang memuaskan.Pelayanan paripurna,harga murce dibanding platform lainnya.",5,2026-03-03 04:33:44
Pengguna Google,belanja gampang dari rumah.,5,2026-03-03 04:33:25
Pengguna Google,sangat menyenangkan belanja dishopee brang yng dikirim sesuai dan memuaskan dan selalu dihati,5,2026-03-03 04:33:21
Pengguna Google,"lebih simpel dan gampang,cuma terkadang ada aja paket yg terlambat sampai nya,tolong pesanan jgn delay lagi,atau memang tokonya nya yg abal2",5,2026-03-03 04:32:31
Pengguna Google,tolong perbaiki voucher bug harga 1.3 jt tidak bisa di beli padahal saldo Saya 1.4JT,4,2026-03-03 04:32:27
Pengguna Google,"barang datang sesuai pesann,,klo adaa yg salah proses pengembalian mudah",5,2026-03-03 04:32:11
Pengguna Google,mantap,5,2026-03-03 04:31:10
Pengguna Google,skrng kebanyakan iklan jd gk nyaman,2,2026-03-03 04:30:43
Pengguna Google,sejauh ini belanja aman dan percaya. semoga makin sukses,5,2026-03-03 04:29:35
Pengguna Google,bagus 👍,5,2026-03-03 04:28:32
Pengguna Google,mantap lah,5,2026-03-03 04:27:31
Pengguna Google,bagus,5,2026-03-03 04:27:13
Pengguna Google,"puas bgt belanja di shopee selain murah"", barangnya juga bagus sering dpt gratis ongkir pula🤩",5,2026-03-03 04:25:58
Pengguna Google,mantappp bngtt,5,2026-03-03 04:25:53
Pengguna Google,tempat jajan,5,2026-03-03 04:24:16
Pengguna Google,biasa,4,2026-03-03 04:23:49
Pengguna Google,mantap untuk belanja online,5,2026-03-03 04:22:41
Pengguna Google,bagus,5,2026-03-03 04:20:35
Pengguna Google,pelayanan yang sangat sangat buruk dan mengecewakan,1,2026-03-03 04:19:55
Pengguna Google,tambah lama tambah ok,5,2026-03-03 04:18:57
Pengguna Google,baik,5,2026-03-03 04:18:52
Pengguna Google,sangat mengecewakan sistem cod kok selalu tidak dikirim malah salahin custemer yang beli dikiranya menolak pesenan,1,2026-03-03 04:17:48
Pengguna Google,sangat puas,5,2026-03-03 04:17:29
Pengguna Google,ok mantappp,5,2026-03-03 04:17:03
Pengguna Google,mantap,5,2026-03-03 04:16:41
Pengguna Google,"proses pengiriman lama, padahal dari penjual udah dikirim lebih awal ke pusat sortir dan harusnya sekitar 2-3 hari udah nyampe tpi kadang sampe seminggu lebih pesanan masih stuck, tolong ya pihak shopee di tingkatkan lagi kualitas pengiriman nya biar yang belanja ngga merasa cemas karna paket nya ngga dateng², kalo COD si ngga masalah tpi kalo udah bayar pakek virtual account itu yg bikin kepikiran🙏",1,2026-03-03 04:16:02
Pengguna Google,makasih sopiiii,5,2026-03-03 04:15:46
Pengguna Google,Alhamdulillah semoga tetap amanah Semkin banyak orng menggunakan shopee 👍👍,5,2026-03-03 04:15:23
Pengguna Google,Trimakasih kerja samanya shopee is the best.....,5,2026-03-03 04:15:02
Pengguna Google,bagus.,5,2026-03-03 04:12:57
Pengguna Google,shope sellu oke.. tolong tingkatkan penjagaan data pruvasi yg rentan di gunakan pihak lain(penipu),5,2026-03-03 04:12:09
Pengguna Google,menyala,5,2026-03-03 04:10:44
Pengguna Google,"Kok shopee sekarang jadi Jelek gini yaaa, Isi saldo saldo nya gak masuk sama sekali. tolong dong di perbaiki.",1,2026-03-03 04:09:45
Pengguna Google,"parah banget ongkir sekarang dan biaya ukuran khusus parah, godbye shopee",1,2026-03-03 04:09:39
Pengguna Google,kenapa saya ga bisa pake sopi lagi kalo ada paket coba saya byar,1,2026-03-03 04:09:00
Pengguna Google,shoppe oh shoppe bikin greget misi nonton gak masuk akal nonton 1 menit entah ga tau beberapa detik terhenti,1,2026-03-03 04:08:27
Pengguna Google,keren mantap,5,2026-03-03 04:07:40
Pengguna Google,baik,5,2026-03-03 04:06:48
Pengguna Google,"menurut ku q suka blj di shoppe, murah2 n sering gratis ongkir, love shoppe",5,2026-03-03 04:06:26
Pengguna Google,"jasa pengiriman dari shopee payah, sudah 5 hari sampe semarang ga gerak sama sekali",1,2026-03-03 04:04:01
Pengguna Google,pengiriman lemot,1,2026-03-03 04:02:41
Pengguna Google,mantap,5,2026-03-03 04:02:35
Pengguna Google,cukup keren dan menjadi andalan..,5,2026-03-03 04:00:39
Pengguna Google,bintang yg berbicara,5,2026-03-03 04:00:07
Pengguna Google,kurir SPX lama. kenapa nga menambah kan expedisi yang lain.udah tau mau lebaran malah expedisi yang lain di buang,1,2026-03-03 03:59:34
Pengguna Google,ok,5,2026-03-03 03:55:47
Pengguna Google,sangat mendukung belanja online,3,2026-03-03 03:53:54
Pengguna Google,mantabs,5,2026-03-03 03:52:57
Pengguna Google,👍,5,2026-03-03 03:50:12
Pengguna Google,sangat bagus,2,2026-03-03 03:47:52
Pengguna Google,sy sangat puas dengan pelayanan nya,5,2026-03-03 03:46:35
Pengguna Google,"udah berkali-kali belanja pake aplikasi shopee sampe tak terhitung dan selalu puas, apalagi dengan diskon dan voucher2 menggiurkan. Mantap pokoknya",5,2026-03-03 03:44:42
Pengguna Google,good,5,2026-03-03 03:43:59
Pengguna Google,"setelah di update kenapa ga bisa tekan tombol back, jadi harus lewat tanda panah, di update jadi banyak bug dimana2, kadang liat troli juga kosong, stuck ga bisa di scroll, pliss benerinnn ih, tau gitu ga usah update, nyesel jadinya, malah error terus aplikasinya, padahal udah clear chace, segala macem tetep masih bug terus.",2,2026-03-03 03:35:15
Pengguna Google,apk terlalu lemot/berat,1,2026-03-03 03:30:14
Pengguna Google,sesuai,5,2026-03-03 03:30:09
Pengguna Google,"kurirnya gak jelas, minta uang lagi padahal sudah bayar di apk sopinyaaa",1,2026-03-03 03:28:28
Pengguna Google,"Pengiriman sekarang sangat lama sekali lebih 10 hari pesanan baru sampai.. SPX EXPRESS monopoli tp malah pusing sendiri,kita buyer yg kena imbas,nunggu pesanan lebih lama dari pada biasa nya.. Kalau gak mampu expedisi SPX EXPRESS,bagi dong sama ekspedisi lain.. Pengiriman SPX EXPRESS BOBROK !!!! Sekarang chat CS sudah tidak bisa lagi,sistem shopee ini benar benar bobrok !!!",1,2026-03-03 03:27:46
Pengguna Google,anjir sekarang susah banget pengembalian barang,1,2026-03-03 03:27:42
Pengguna Google,"paket saya stuck, tapi dari spx gaada tindak lanjut!!",1,2026-03-03 03:25:53
Pengguna Google,bagus,5,2026-03-03 03:24:25
Pengguna Google,gooodd,1,2026-03-03 03:22:49
Pengguna Google,mantap,5,2026-03-03 03:22:07
Pengguna Google,amazing bagusss banget aku suka shoppelive aku sukaaaaa bangettt aku mauuu nonton shoppe live,5,2026-03-03 03:21:57
Pengguna Google,bagus,5,2026-03-03 03:20:51
Pengguna Google,bagus tapi kadang tidak sesuai barangnya,4,2026-03-03 03:19:22
Pengguna Google,gak konsisten estimasi barang datang selalu molor,1,2026-03-03 03:17:32
Pengguna Google,orang cerdas pasti shopee 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2026-03-03 03:16:23
Pengguna Google,"shopee sekarang sangat aneh saya chat cs karena ada kendala ketika ingin melakukan pembayaran selalu gagal, pembayaran apapun itu pasti gagal baik pembayaran di merchant, qris ataupun transfer semua gagal namun dari cs hanya berkata bahwa saya perlu menunggu 1x24 jam agar akun saya bisa digunakan kembali saya sudah tunggu 24 jam dan ini sudah hari kedua kendala tersebut masih ada, gimana ini gak ada logika nya kah shopee? sistem bobrok mau payment minta biometrik masih juga dimintai vermuk",1,2026-03-03 03:14:10
Pengguna Google,ok sgttt baik skli,4,2026-03-03 03:13:29
Pengguna Google,pengiriman lama,1,2026-03-03 03:13:25
Pengguna Google,"aku suka aplikasi ini, ambil koin juga gampang",5,2026-03-03 03:12:52
Pengguna Google,mantap,5,2026-03-03 03:11:42
Pengguna Google,cpt dan ok,5,2026-03-03 03:11:31
Pengguna Google,"pengiriman kalian itu jelek sekali, ganti saja dgn pengiriman yang lain, SPX itu di daerah kami jelek sekali",2,2026-03-03 03:10:30
Pengguna Google,bagus,4,2026-03-03 03:10:21
Pengguna Google,very good 👍👍,5,2026-03-03 03:06:26
Pengguna Google,terbaik termurah terpercaya,5,2026-03-03 03:05:09
Pengguna Google,"Belanja di Shopee, lancar, cepat dan barang bagus sesuai orderan.",5,2026-03-03 03:04:58
Pengguna Google,the best,5,2026-03-03 02:58:59
Pengguna Google,memang murah tpi datangnya lama bukan masalah po,3,2026-03-03 02:57:34
Pengguna Google,baik,5,2026-03-03 02:57:14
Pengguna Google,"PELAYANAN BURUK, KURIR TIDAK PROFESIONAL",1,2026-03-03 02:57:04
Pengguna Google,"pengiriman shoppe lama, terutama di DC semarang. harus segera ditangani, bisa kalah sama jasa pengiriman lain, ditata lagi untuk management. banyak customer kecewa",1,2026-03-03 02:56:23
Pengguna Google,Aplikasi belanja yg lengkap dan murah. semoga sukses selalu dan Tambah maju,5,2026-03-03 02:56:00
Pengguna Google,mantap banget,4,2026-03-03 02:55:52
Pengguna Google,rekomen banget,5,2026-03-03 02:55:51
