userName,content,score,at,text_token,text_stopword,text_stemmed,clean_text,polarity_score,polarity
Pengguna Google,bagus barangnya sesuai pesanan,5,2026-03-02 11:55:38,"['bagus', 'barangnya', 'sesuai', 'pesanan']","['bagus', 'barangnya', 'sesuai', 'pesanan']",bagus barang sesuai pesan,bagus barang sesuai pesan,1.0,positif
Pengguna Google,gratis ongkir tapi ekspedisi lamban telat hari dari estimasi yang ditentukan,2,2026-02-27 09:18:01,"['gratis', 'ongkir', 'tapi', 'ekspedisi', 'lamban', 'telat', 'hari', 'dari', 'estimasi', 'yang', 'ditentukan']","['gratis', 'ongkir', 'ekspedisi', 'lamban', 'telat', 'estimasi', 'ditentukan']",gratis ongkir ekspedisi lamban telat estimasi tentu,gratis ongkir ekspedisi lamban telat estimasi tentu,-4.0,negatif
Pengguna Google,ribet makin kesini pelayanan makin down grade fitur yang ada makin ga berguna kalau ada keluhan sama cs di lempar sana sini kebanyak tim terkait yang ntah guna timnya sendiri itu apa muak,1,2026-03-03 06:52:12,"['ribet', 'makin', 'kesini', 'pelayanan', 'makin', 'down', 'grade', 'fitur', 'yang', 'ada', 'makin', 'ga', 'berguna', 'kalau', 'ada', 'keluhan', 'sama', 'cs', 'di', 'lempar', 'sana', 'sini', 'kebanyak', 'tim', 'terkait', 'yang', 'ntah', 'guna', 'timnya', 'sendiri', 'itu', 'apa', 'muak']","['ribet', 'kesini', 'pelayanan', 'grade', 'fitur', 'berguna', 'keluhan', 'cs', 'lempar', 'kebanyak', 'tim', 'terkait', 'ntah', 'timnya', 'muak']",ribet kesini layan grade fitur guna keluh cs lempar banyak tim kait ntah tim muak,ribet kesini layan grade fitur guna keluh cs lempar banyak tim kait ntah tim muak,-15.0,negatif
Pengguna Google,bagus,5,2026-03-01 00:13:37,['bagus'],['bagus'],bagus,bagus,-1.0,negatif
Pengguna Google,paket stuck kocak udah hari,1,2026-02-28 12:37:17,"['paket', 'stuck', 'kocak', 'udah', 'hari']","['paket', 'stuck', 'kocak', 'udah']",paket stuck kocak udah,paket stuck kocak udah,0.0,netral
Pengguna Google,kepada untuk shopee food yang terhormat saya keluh kesah saat ingin milih metode pembayaran cod itu error dan itu belum di perbaiki sampai sekarang mohon di perbaiki shopee food,4,2026-02-26 09:34:14,"['kepada', 'untuk', 'shopee', 'food', 'yang', 'terhormat', 'saya', 'keluh', 'kesah', 'saat', 'ingin', 'milih', 'metode', 'pembayaran', 'cod', 'itu', 'error', 'dan', 'itu', 'belum', 'di', 'perbaiki', 'sampai', 'sekarang', 'mohon', 'di', 'perbaiki', 'shopee', 'food']","['shopee', 'food', 'terhormat', 'keluh', 'kesah', 'milih', 'metode', 'pembayaran', 'cod', 'error', 'perbaiki', 'mohon', 'perbaiki', 'shopee', 'food']",shopee food hormat keluh kesah milih metode bayar cod error baik mohon baik shopee food,shopee food hormat keluh kesah milih metode bayar cod error baik mohon baik shopee food,-8.0,negatif
Pengguna Google,sangat membantu,5,2026-03-03 02:33:30,"['sangat', 'membantu']",['membantu'],bantu,bantu,-1.0,negatif
Pengguna Google,mantap,5,2026-02-27 03:32:26,['mantap'],['mantap'],mantap,mantap,3.0,positif
Pengguna Google,cukup membantu jika ingin belanja bayar nya gajian terimakasih sophee,5,2026-02-26 11:44:56,"['cukup', 'membantu', 'jika', 'ingin', 'belanja', 'bayar', 'nya', 'gajian', 'terimakasih', 'sophee']","['membantu', 'belanja', 'bayar', 'gajian', 'terimakasih', 'sophee']",bantu belanja bayar gaji terimakasih sophee,bantu belanja bayar gaji terimakasih sophee,1.0,positif
Pengguna Google,produk datang dalam kondisi baik dan sesuai ekspektasi kualitasnya memuaskan pengemasan rapi dan proses pengiriman relatif cepat pengalaman berbelanja di shopee ini sangat menyenangkan sangat direkomendasikan,5,2026-03-05 04:23:00,"['produk', 'datang', 'dalam', 'kondisi', 'baik', 'dan', 'sesuai', 'ekspektasi', 'kualitasnya', 'memuaskan', 'pengemasan', 'rapi', 'dan', 'proses', 'pengiriman', 'relatif', 'cepat', 'pengalaman', 'berbelanja', 'di', 'shopee', 'ini', 'sangat', 'menyenangkan', 'sangat', 'direkomendasikan']","['produk', 'kondisi', 'sesuai', 'ekspektasi', 'kualitasnya', 'memuaskan', 'pengemasan', 'rapi', 'proses', 'pengiriman', 'relatif', 'cepat', 'pengalaman', 'berbelanja', 'shopee', 'menyenangkan', 'direkomendasikan']",produk kondisi sesuai ekspektasi kualitas muas emas rapi proses kirim relatif cepat alam belanja shopee senang rekomendasi,produk kondisi sesuai ekspektasi kualitas muas emas rapi proses kirim relatif cepat alam belanja shopee senang rekomendasi,17.0,positif
Pengguna Google,is the best shopee,5,2026-02-28 08:37:39,"['is', 'the', 'best', 'shopee']","['best', 'shopee']",best shopee,best shopee,0.0,netral
Pengguna Google,mantul,5,2026-02-26 10:02:02,['mantul'],['mantul'],mantul,mantul,0.0,netral
Pengguna Google,semakin lama semakin kurang menyenangkan disamping pengiriman lama juga tidak bisa melacak status pengiriman,1,2026-02-27 01:39:33,"['semakin', 'lama', 'semakin', 'kurang', 'menyenangkan', 'disamping', 'pengiriman', 'lama', 'juga', 'tidak', 'bisa', 'melacak', 'status', 'pengiriman']","['menyenangkan', 'disamping', 'pengiriman', 'melacak', 'status', 'pengiriman']",senang samping kirim lacak status kirim,senang samping kirim lacak status kirim,-2.0,negatif
Pengguna Google,pengiriman lambat,1,2026-03-04 14:54:27,"['pengiriman', 'lambat']","['pengiriman', 'lambat']",kirim lambat,kirim lambat,1.0,positif
Pengguna Google,mantap,5,2026-02-26 18:23:12,['mantap'],['mantap'],mantap,mantap,3.0,positif
Pengguna Google,best,5,2026-02-23 22:35:57,['best'],['best'],best,best,0.0,netral
Pengguna Google,garamaen kucing koin angus aku pun kesal trimakasih udh bikin kesel,1,2026-03-01 21:28:06,"['garamaen', 'kucing', 'koin', 'angus', 'aku', 'pun', 'kesal', 'trimakasih', 'udh', 'bikin', 'kesel']","['garamaen', 'kucing', 'koin', 'angus', 'kesal', 'trimakasih', 'udh', 'bikin', 'kesel']",garamaen kucing koin angus kesal trimakasih udh bikin kesel,garamaen kucing koin angus kesal trimakasih udh bikin kesel,-2.0,negatif
Pengguna Google,siip,5,2026-02-27 11:49:03,['siip'],['siip'],siip,siip,0.0,netral
Pengguna Google,buat apa udh di bayar paylater gak bisa di pake jelek aplikasi,1,2026-03-04 02:19:35,"['buat', 'apa', 'udh', 'di', 'bayar', 'paylater', 'gak', 'bisa', 'di', 'pake', 'jelek', 'aplikasi']","['udh', 'bayar', 'paylater', 'pake', 'jelek', 'aplikasi']",udh bayar paylater pake jelek aplikasi,udh bayar paylater pake jelek aplikasi,-2.0,negatif
Pengguna Google,mantap,5,2026-02-27 04:30:24,['mantap'],['mantap'],mantap,mantap,3.0,positif
Pengguna Google,bagus,5,2026-02-28 19:42:56,['bagus'],['bagus'],bagus,bagus,-1.0,negatif
Pengguna Google,mantap mantap mantap,5,2026-02-25 05:29:58,"['mantap', 'mantap', 'mantap']","['mantap', 'mantap', 'mantap']",mantap mantap mantap,mantap mantap mantap,9.0,positif
Pengguna Google,shopee emang zosss,5,2026-03-03 12:05:12,"['shopee', 'emang', 'zosss']","['shopee', 'emang', 'zosss']",shopee emang zosss,shopee emang zosss,0.0,netral
Pengguna Google,luar biasa shopee,5,2026-02-23 05:35:44,"['luar', 'biasa', 'shopee']",['shopee'],shopee,shopee,0.0,netral
Pengguna Google,mantappp,5,2026-02-25 14:44:53,['mantappp'],['mantappp'],mantappp,mantappp,0.0,netral
Pengguna Google,muak rasanya memakai shopee ekpress sangat lamban dan pilihan kurir terbatas,1,2026-02-28 01:07:52,"['muak', 'rasanya', 'memakai', 'shopee', 'ekpress', 'sangat', 'lamban', 'dan', 'pilihan', 'kurir', 'terbatas']","['muak', 'memakai', 'shopee', 'ekpress', 'lamban', 'pilihan', 'kurir', 'terbatas']",muak pakai shopee ekpress lamban pilih kurir batas,muak pakai shopee ekpress lamban pilih kurir batas,-10.0,negatif
Pengguna Google,sudah langanan shopeesangat membantu pa lagi kurir dah pada hapal kalo sekarang sistem cod ga bisa jadi jarang pake maklum orang kampung yang ga selalu on line terkendala waktu dan biaya juga semoga bisa cod lagi,5,2026-02-26 05:52:11,"['sudah', 'langanan', 'shopeesangat', 'membantu', 'pa', 'lagi', 'kurir', 'dah', 'pada', 'hapal', 'kalo', 'sekarang', 'sistem', 'cod', 'ga', 'bisa', 'jadi', 'jarang', 'pake', 'maklum', 'orang', 'kampung', 'yang', 'ga', 'selalu', 'on', 'line', 'terkendala', 'waktu', 'dan', 'biaya', 'juga', 'semoga', 'bisa', 'cod', 'lagi']","['langanan', 'shopeesangat', 'membantu', 'pa', 'kurir', 'dah', 'hapal', 'kalo', 'sistem', 'cod', 'jarang', 'pake', 'maklum', 'orang', 'kampung', 'line', 'terkendala', 'biaya', 'semoga', 'cod']",langanan shopeesangat bantu pa kurir dah hapal kalo sistem cod jarang pake maklum orang kampung line kendala biaya moga cod,langanan shopeesangat bantu pa kurir dah hapal kalo sistem cod jarang pake maklum orang kampung line kendala biaya moga cod,-11.0,negatif
Pengguna Google,selama menggunakan shopee baik baik saja jos,5,2026-03-05 13:05:53,"['selama', 'menggunakan', 'shopee', 'baik', 'baik', 'saja', 'jos']","['shopee', 'jos']",shopee jos,shopee jos,0.0,netral
Pengguna Google,mantap,3,2026-02-24 09:59:44,['mantap'],['mantap'],mantap,mantap,3.0,positif
Pengguna Google,shopee sangat membantu untuk belanja dengan harga terjangkau,5,2026-02-28 22:39:01,"['shopee', 'sangat', 'membantu', 'untuk', 'belanja', 'dengan', 'harga', 'terjangkau']","['shopee', 'membantu', 'belanja', 'harga', 'terjangkau']",shopee bantu belanja harga jangkau,shopee bantu belanja harga jangkau,1.0,positif
Pengguna Google,sslalu bantu jika ada masalah dam xepat responnya,5,2026-03-03 12:06:20,"['sslalu', 'bantu', 'jika', 'ada', 'masalah', 'dam', 'xepat', 'responnya']","['sslalu', 'bantu', 'dam', 'xepat', 'responnya']",sslalu bantu dam xepat responnya,sslalu bantu dam xepat responnya,-4.0,negatif
Pengguna Google,pelayanan saat kurang memuaskan karna tidak ada pemberitahuan baik dari perusahaan pihak shopee atau agen pelayanan yang hanya bisa di terhubung dengan agen saat kita sudah kecewa dengan suatu pelayanan kurang memuaskan inidan tidak secara profesional hanya mengandalkan suatu jaringan tampah memberikan informasi kepada konsumen dengan baik ini,2,2026-02-28 16:39:52,"['pelayanan', 'saat', 'kurang', 'memuaskan', 'karna', 'tidak', 'ada', 'pemberitahuan', 'baik', 'dari', 'perusahaan', 'pihak', 'shopee', 'atau', 'agen', 'pelayanan', 'yang', 'hanya', 'bisa', 'di', 'terhubung', 'dengan', 'agen', 'saat', 'kita', 'sudah', 'kecewa', 'dengan', 'suatu', 'pelayanan', 'kurang', 'memuaskan', 'inidan', 'tidak', 'secara', 'profesional', 'hanya', 'mengandalkan', 'suatu', 'jaringan', 'tampah', 'memberikan', 'informasi', 'kepada', 'konsumen', 'dengan', 'baik', 'ini']","['pelayanan', 'memuaskan', 'karna', 'pemberitahuan', 'perusahaan', 'shopee', 'agen', 'pelayanan', 'terhubung', 'agen', 'kecewa', 'pelayanan', 'memuaskan', 'inidan', 'profesional', 'mengandalkan', 'jaringan', 'tampah', 'informasi', 'konsumen']",layan muas karna pemberitahuan usaha shopee agen layan hubung agen kecewa layan muas inidan profesional andal jaring tampah informasi konsumen,layan muas karna pemberitahuan usaha shopee agen layan hubung agen kecewa layan muas inidan profesional andal jaring tampah informasi konsumen,-1.0,negatif
Pengguna Google,pengiriman tetpat waktu,5,2026-02-25 03:03:13,"['pengiriman', 'tetpat', 'waktu']","['pengiriman', 'tetpat']",kirim tetpat,kirim tetpat,2.0,positif
Pengguna Google,makin ke sini makin jelek aja pelayanan nya masa paket gua dri tanggal sampe sekarang belum nyampe juga udh lebih dari estimasi,4,2026-02-23 01:42:37,"['makin', 'ke', 'sini', 'makin', 'jelek', 'aja', 'pelayanan', 'nya', 'masa', 'paket', 'gua', 'dri', 'tanggal', 'sampe', 'sekarang', 'belum', 'nyampe', 'juga', 'udh', 'lebih', 'dari', 'estimasi']","['jelek', 'aja', 'pelayanan', 'paket', 'gua', 'dri', 'tanggal', 'sampe', 'nyampe', 'udh', 'estimasi']",jelek aja layan paket gua dri tanggal sampe nyampe udh estimasi,jelek aja layan paket gua dri tanggal sampe nyampe udh estimasi,-5.0,negatif
Pengguna Google,tolong perbanyak diskon dan murakan harga ongkirnya,4,2026-03-02 00:26:40,"['tolong', 'perbanyak', 'diskon', 'dan', 'murakan', 'harga', 'ongkirnya']","['tolong', 'perbanyak', 'diskon', 'murakan', 'harga', 'ongkirnya']",tolong banyak diskon mura harga ongkirnya,tolong banyak diskon mura harga ongkirnya,6.0,positif
Pengguna Google,seneng bisa belanja mudah tapi app nya terlalu berat dan sering ngelag buat hp android low endtlng dong dipertimbangin app yang ringan,5,2026-03-02 05:21:14,"['seneng', 'bisa', 'belanja', 'mudah', 'tapi', 'app', 'nya', 'terlalu', 'berat', 'dan', 'sering', 'ngelag', 'buat', 'hp', 'android', 'low', 'endtlng', 'dong', 'dipertimbangin', 'app', 'yang', 'ringan']","['seneng', 'belanja', 'mudah', 'app', 'berat', 'ngelag', 'hp', 'android', 'low', 'endtlng', 'dipertimbangin', 'app', 'ringan']",neng belanja mudah app berat ngelag hp android low endtlng dipertimbangin app ringan,neng belanja mudah app berat ngelag hp android low endtlng dipertimbangin app ringan,5.0,positif
Pengguna Google,tim exspedisi tak becus seringkali pengiriman ditunda tanpa beri alasan spx bintang,1,2026-02-23 11:22:04,"['tim', 'exspedisi', 'tak', 'becus', 'seringkali', 'pengiriman', 'ditunda', 'tanpa', 'beri', 'alasan', 'spx', 'bintang']","['tim', 'exspedisi', 'becus', 'seringkali', 'pengiriman', 'ditunda', 'alasan', 'spx', 'bintang']",tim exspedisi becus seringkali kirim tunda alas spx bintang,tim exspedisi becus seringkali kirim tunda alas spx bintang,-5.0,negatif
Pengguna Google,enaknya belanja di shopee karna lebih murah dan gratis ongkir,5,2026-02-27 07:10:28,"['enaknya', 'belanja', 'di', 'shopee', 'karna', 'lebih', 'murah', 'dan', 'gratis', 'ongkir']","['enaknya', 'belanja', 'shopee', 'karna', 'murah', 'gratis', 'ongkir']",enak belanja shopee karna murah gratis ongkir,enak belanja shopee karna murah gratis ongkir,5.0,positif
Pengguna Google,memuaskan,5,2026-02-26 15:17:34,['memuaskan'],['memuaskan'],muas,muas,5.0,positif
Pengguna Google,belanja di shopee pelayanannya lebih meningkat daripada waktuwaktu yang lalu,5,2026-03-06 08:45:46,"['belanja', 'di', 'shopee', 'pelayanannya', 'lebih', 'meningkat', 'daripada', 'waktuwaktu', 'yang', 'lalu']","['belanja', 'shopee', 'pelayanannya', 'meningkat', 'waktuwaktu']",belanja shopee layan tingkat waktuwaktu,belanja shopee layan tingkat waktuwaktu,0.0,netral
Pengguna Google,sejauh ini barang yang dikirim tidak pernah yang gagal,5,2026-02-25 04:56:27,"['sejauh', 'ini', 'barang', 'yang', 'dikirim', 'tidak', 'pernah', 'yang', 'gagal']","['barang', 'dikirim', 'gagal']",barang kirim gagal,barang kirim gagal,-2.0,negatif
Pengguna Google,sangat membantu disaat butuh sesuatu dan kondisi keuangan sedang tidak bagus pokok nya top markotop lah,5,2026-02-23 10:29:48,"['sangat', 'membantu', 'disaat', 'butuh', 'sesuatu', 'dan', 'kondisi', 'keuangan', 'sedang', 'tidak', 'bagus', 'pokok', 'nya', 'top', 'markotop', 'lah']","['membantu', 'disaat', 'butuh', 'kondisi', 'keuangan', 'bagus', 'pokok', 'top', 'markotop']",bantu saat butuh kondisi uang bagus pokok top markotop,bantu saat butuh kondisi uang bagus pokok top markotop,-2.0,negatif
Pengguna Google,mantalp,5,2026-02-23 17:27:33,['mantalp'],['mantalp'],mantalp,mantalp,0.0,netral
Pengguna Google,puass bgtt blnja dib shoopyy,5,2026-03-01 20:26:45,"['puass', 'bgtt', 'blnja', 'dib', 'shoopyy']","['puass', 'bgtt', 'blnja', 'dib', 'shoopyy']",puass bgtt blnja dib shoopyy,puass bgtt blnja dib shoopyy,0.0,netral
Pengguna Google,bikin event vip k yang awalnya jam dipangkas menit sekarang dipangkas lagi jadi k nyari member vip gitu amat giliran udah banyak yang join voucher dipangkas,1,2026-02-28 03:40:03,"['bikin', 'event', 'vip', 'k', 'yang', 'awalnya', 'jam', 'dipangkas', 'menit', 'sekarang', 'dipangkas', 'lagi', 'jadi', 'k', 'nyari', 'member', 'vip', 'gitu', 'amat', 'giliran', 'udah', 'banyak', 'yang', 'join', 'voucher', 'dipangkas']","['bikin', 'event', 'vip', 'k', 'jam', 'dipangkas', 'menit', 'dipangkas', 'k', 'nyari', 'member', 'vip', 'gitu', 'giliran', 'udah', 'join', 'voucher', 'dipangkas']",bikin event vip k jam pangkas menit pangkas k nyari member vip gitu gilir udah join voucher pangkas,bikin event vip k jam pangkas menit pangkas k nyari member vip gitu gilir udah join voucher pangkas,2.0,positif
Pengguna Google,verifikasi wajah gagal terus uang tidak bs diambil ataupun dibuat belanja,1,2026-02-25 15:25:22,"['verifikasi', 'wajah', 'gagal', 'terus', 'uang', 'tidak', 'bs', 'diambil', 'ataupun', 'dibuat', 'belanja']","['verifikasi', 'wajah', 'gagal', 'uang', 'bs', 'diambil', 'belanja']",verifikasi wajah gagal uang bs ambil belanja,verifikasi wajah gagal uang bs ambil belanja,-10.0,negatif
Pengguna Google,mantap,5,2026-02-28 07:34:35,['mantap'],['mantap'],mantap,mantap,3.0,positif
Pengguna Google,paketnya luama bgttttt apalagi sekarang ramadhan,1,2026-02-26 10:54:39,"['paketnya', 'luama', 'bgttttt', 'apalagi', 'sekarang', 'ramadhan']","['paketnya', 'luama', 'bgttttt', 'ramadhan']",paket luama bgttttt ramadhan,paket luama bgttttt ramadhan,4.0,positif
Pengguna Google,ilangin expedisi spxlelet minta ampunpadahal masih satu kotabeli barang nya masa iya sampe hari cuma sesama kota cuma beda daerah aja kotanya tetep samakalo gamau di ilangin spx di benahi dulu biar ga ngecewain,1,2026-03-01 05:45:46,"['ilangin', 'expedisi', 'spxlelet', 'minta', 'ampunpadahal', 'masih', 'satu', 'kotabeli', 'barang', 'nya', 'masa', 'iya', 'sampe', 'hari', 'cuma', 'sesama', 'kota', 'cuma', 'beda', 'daerah', 'aja', 'kotanya', 'tetep', 'samakalo', 'gamau', 'di', 'ilangin', 'spx', 'di', 'benahi', 'dulu', 'biar', 'ga', 'ngecewain']","['ilangin', 'expedisi', 'spxlelet', 'ampunpadahal', 'kotabeli', 'barang', 'sampe', 'kota', 'beda', 'daerah', 'aja', 'kotanya', 'tetep', 'samakalo', 'gamau', 'ilangin', 'spx', 'benahi', 'biar', 'ngecewain']",ilangin expedisi spxlelet ampunpadahal kotabeli barang sampe kota beda daerah aja kota tetep samakalo gamau ilangin spx benah biar ngecewain,ilangin expedisi spxlelet ampunpadahal kotabeli barang sampe kota beda daerah aja kota tetep samakalo gamau ilangin spx benah biar ngecewain,-9.0,negatif
Pengguna Google,kecewa shopee pesanan saya tidak ada kejelasan nya udah nyampe malah di opor opor lagi gajelas ni shopee dan itu bukan paket cod lo udah bayar niat bikin logistik ga si shopee,1,2026-02-23 03:19:03,"['kecewa', 'shopee', 'pesanan', 'saya', 'tidak', 'ada', 'kejelasan', 'nya', 'udah', 'nyampe', 'malah', 'di', 'opor', 'opor', 'lagi', 'gajelas', 'ni', 'shopee', 'dan', 'itu', 'bukan', 'paket', 'cod', 'lo', 'udah', 'bayar', 'niat', 'bikin', 'logistik', 'ga', 'si', 'shopee']","['kecewa', 'shopee', 'pesanan', 'kejelasan', 'udah', 'nyampe', 'opor', 'opor', 'gajelas', 'ni', 'shopee', 'paket', 'cod', 'lo', 'udah', 'bayar', 'niat', 'bikin', 'logistik', 'si', 'shopee']",kecewa shopee pesan jelas udah nyampe opor opor gajelas ni shopee paket cod lo udah bayar niat bikin logistik si shopee,kecewa shopee pesan jelas udah nyampe opor opor gajelas ni shopee paket cod lo udah bayar niat bikin logistik si shopee,-4.0,negatif
Pengguna Google,pakai shopee barang sesuai dengan yang di gambar top deh pokoknya,5,2026-03-01 17:17:51,"['pakai', 'shopee', 'barang', 'sesuai', 'dengan', 'yang', 'di', 'gambar', 'top', 'deh', 'pokoknya']","['pakai', 'shopee', 'barang', 'sesuai', 'gambar', 'top', 'deh', 'pokoknya']",pakai shopee barang sesuai gambar top deh pokok,pakai shopee barang sesuai gambar top deh pokok,7.0,positif
Pengguna Google,nice,5,2026-02-23 11:42:20,['nice'],['nice'],nice,nice,4.0,positif
Pengguna Google,makin lama makin mengecewakan entah sudah yang keberapa paket stuck ga dikirim ke lokasi tujuan dan kali ini sudah hari di sampai kota tujuan tapi stuck ga dikirim ke alamat tujuan bener bikin kecewa laporan pun trasa percuma slalu dapat jawaban copy paste,1,2026-02-23 07:20:43,"['makin', 'lama', 'makin', 'mengecewakan', 'entah', 'sudah', 'yang', 'keberapa', 'paket', 'stuck', 'ga', 'dikirim', 'ke', 'lokasi', 'tujuan', 'dan', 'kali', 'ini', 'sudah', 'hari', 'di', 'sampai', 'kota', 'tujuan', 'tapi', 'stuck', 'ga', 'dikirim', 'ke', 'alamat', 'tujuan', 'bener', 'bikin', 'kecewa', 'laporan', 'pun', 'trasa', 'percuma', 'slalu', 'dapat', 'jawaban', 'copy', 'paste']","['mengecewakan', 'keberapa', 'paket', 'stuck', 'dikirim', 'lokasi', 'tujuan', 'kali', 'kota', 'tujuan', 'stuck', 'dikirim', 'alamat', 'tujuan', 'bener', 'bikin', 'kecewa', 'laporan', 'trasa', 'slalu', 'copy', 'paste']",kecewa berapa paket stuck kirim lokasi tuju kali kota tuju stuck kirim alamat tuju bener bikin kecewa lapor trasa slalu copy paste,kecewa berapa paket stuck kirim lokasi tuju kali kota tuju stuck kirim alamat tuju bener bikin kecewa lapor trasa slalu copy paste,-2.0,negatif
Pengguna Google,aplikasinya sangat bagus sekalibelannja jadi ebih mudah dan gampang sekali,5,2026-03-02 12:40:25,"['aplikasinya', 'sangat', 'bagus', 'sekalibelannja', 'jadi', 'ebih', 'mudah', 'dan', 'gampang', 'sekali']","['aplikasinya', 'bagus', 'sekalibelannja', 'ebih', 'mudah', 'gampang']",aplikasi bagus sekalibelannja ebih mudah gampang,aplikasi bagus sekalibelannja ebih mudah gampang,4.0,positif
Pengguna Google,mantap sangat membantu,5,2026-02-27 09:46:16,"['mantap', 'sangat', 'membantu']","['mantap', 'membantu']",mantap bantu,mantap bantu,2.0,positif
Pengguna Google,belanja online terpercaya,5,2026-03-01 21:50:17,"['belanja', 'online', 'terpercaya']","['belanja', 'online', 'terpercaya']",belanja online percaya,belanja online percaya,1.0,positif
Pengguna Google,saya suka berbelanja jadi mudah dan serba ada tapi saya suka kesel karna pengiriman nya suka terus di undur apalagi yang datang nya lebih dari seminggu kalo ada pree order mah kan jadi enak ke kita nya lah ini jengkel saya sampe nangis nangis karna pengiriman nya lama,2,2026-02-25 22:39:38,"['saya', 'suka', 'berbelanja', 'jadi', 'mudah', 'dan', 'serba', 'ada', 'tapi', 'saya', 'suka', 'kesel', 'karna', 'pengiriman', 'nya', 'suka', 'terus', 'di', 'undur', 'apalagi', 'yang', 'datang', 'nya', 'lebih', 'dari', 'seminggu', 'kalo', 'ada', 'pree', 'order', 'mah', 'kan', 'jadi', 'enak', 'ke', 'kita', 'nya', 'lah', 'ini', 'jengkel', 'saya', 'sampe', 'nangis', 'nangis', 'karna', 'pengiriman', 'nya', 'lama']","['suka', 'berbelanja', 'mudah', 'serba', 'suka', 'kesel', 'karna', 'pengiriman', 'suka', 'undur', 'seminggu', 'kalo', 'pree', 'order', 'mah', 'enak', 'jengkel', 'sampe', 'nangis', 'nangis', 'karna', 'pengiriman']",suka belanja mudah serba suka kesel karna kirim suka undur minggu kalo pree order mah enak jengkel sampe nang nang karna kirim,suka belanja mudah serba suka kesel karna kirim suka undur minggu kalo pree order mah enak jengkel sampe nang nang karna kirim,-11.0,negatif
Pengguna Google,tempatnya belanja nyaman,5,2026-03-05 13:45:38,"['tempatnya', 'belanja', 'nyaman']","['tempatnya', 'belanja', 'nyaman']",tempat belanja nyaman,tempat belanja nyaman,0.0,netral
Pengguna Google,aplikasi nya bagus banget sesuai ekspektasi,5,2026-02-28 07:11:56,"['aplikasi', 'nya', 'bagus', 'banget', 'sesuai', 'ekspektasi']","['aplikasi', 'bagus', 'banget', 'sesuai', 'ekspektasi']",aplikasi bagus banget sesuai ekspektasi,aplikasi bagus banget sesuai ekspektasi,6.0,positif
Pengguna Google,bagus sekali,5,2026-02-26 06:40:55,"['bagus', 'sekali']",['bagus'],bagus,bagus,-1.0,negatif
Pengguna Google,alhamdulillah aplikasi sophee bagus walau lama pengembalian dananya tapi masalah selesai bintang,5,2026-03-06 08:25:08,"['alhamdulillah', 'aplikasi', 'sophee', 'bagus', 'walau', 'lama', 'pengembalian', 'dananya', 'tapi', 'masalah', 'selesai', 'bintang']","['alhamdulillah', 'aplikasi', 'sophee', 'bagus', 'pengembalian', 'dananya', 'selesai', 'bintang']",alhamdulillah aplikasi sophee bagus kembali dana selesai bintang,alhamdulillah aplikasi sophee bagus kembali dana selesai bintang,9.0,positif
Pengguna Google,iklan nya susah di skip padahal udah pencet tanda x nya tiba tiba masuk ke shopee kan game loading lagi kali,2,2026-03-03 07:44:15,"['iklan', 'nya', 'susah', 'di', 'skip', 'padahal', 'udah', 'pencet', 'tanda', 'x', 'nya', 'tiba', 'tiba', 'masuk', 'ke', 'shopee', 'kan', 'game', 'loading', 'lagi', 'kali']","['iklan', 'susah', 'skip', 'udah', 'pencet', 'tanda', 'x', 'masuk', 'shopee', 'game', 'loading', 'kali']",iklan susah skip udah pencet tanda x masuk shopee game loading kali,iklan susah skip udah pencet tanda x masuk shopee game loading kali,-7.0,negatif
Pengguna Google,alhamdulillah dengan shopee usaha saya jadi terbantu dengan adanya shopeepey cuma kenapa akhir ini shopee jadi sering kebuka sendiri jadi seperti virus tolong perbaiki lagi,5,2026-02-27 05:45:57,"['alhamdulillah', 'dengan', 'shopee', 'usaha', 'saya', 'jadi', 'terbantu', 'dengan', 'adanya', 'shopeepey', 'cuma', 'kenapa', 'akhir', 'ini', 'shopee', 'jadi', 'sering', 'kebuka', 'sendiri', 'jadi', 'seperti', 'virus', 'tolong', 'perbaiki', 'lagi']","['alhamdulillah', 'shopee', 'usaha', 'terbantu', 'shopeepey', 'shopee', 'kebuka', 'virus', 'tolong', 'perbaiki']",alhamdulillah shopee usaha bantu shopeepey shopee buka virus tolong baik,alhamdulillah shopee usaha bantu shopeepey shopee buka virus tolong baik,3.0,positif
Pengguna Google,oke,5,2026-03-06 07:11:00,['oke'],['oke'],oke,oke,2.0,positif
Pengguna Google,kurangkurangi iklan hape orang sampe ngelek gara iklan shopee yang terlalu maksa,2,2026-03-03 11:37:31,"['kurangkurangi', 'iklan', 'hape', 'orang', 'sampe', 'ngelek', 'gara', 'iklan', 'shopee', 'yang', 'terlalu', 'maksa']","['kurangkurangi', 'iklan', 'hape', 'orang', 'sampe', 'ngelek', 'gara', 'iklan', 'shopee', 'maksa']",kurangkurangi iklan hape orang sampe ngelek gara iklan shopee maksa,kurangkurangi iklan hape orang sampe ngelek gara iklan shopee maksa,-9.0,negatif
Pengguna Google,mantap,5,2026-02-24 17:22:05,['mantap'],['mantap'],mantap,mantap,3.0,positif
Pengguna Google,puuaaasssss,5,2026-03-01 11:44:54,['puuaaasssss'],['puuaaasssss'],puuaaasssss,puuaaasssss,0.0,netral
